Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
161,804249,T. Kuehner,Tate Kuehner,Kuehner,Tate,P,Nashville Sounds,NAS,556,Nashville,aaa,MIL,Nashville Sounds,NAS,556,Nashville,AAA,MIL,L,L,24.0,25,53,48,244.0,4060,1024,6.4%,93.6,94.4,14.0,6.03,25.4%,11.9%,61.4%,46.3%,17.1%,61.1%,60.6%,22.97%,52.27%,30.3%,32.1%,22.9%,28.7%,67.9%,14.4%,.288,.298,39.07,.010
162,693645,C. Schlittler,Cam Schlittler,Schlittler,Cam,P,New York Yankees,NYY,147,NY Yankees,mlb,NYY,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,AAA,NYY,R,R,23.4,25,54,50,243.1,4128,1032,42.3%,93.9,95.5,17.1,6.41,29.4%,9.9%,64.8%,51.2%,15.0%,62.8%,62.5%,23.12%,53.25%,30.8%,30.4%,23.0%,28.4%,69.6%,11.9%,.264,.298,58.41,.014
163,807743,S. Sullivan,Sean Sullivan,Sullivan,Sean,P,Albuquerque Isotopes,ABQ,342,Albuquerque,aaa,COL,Albuquerque Isotopes,ABQ,342,Albuquerque,AAA,COL,R,L,22.5,23,48,45,243.0,3608,959,25.4%,88.0,88.8,17.8,7.37,26.9%,5.3%,68.2%,53.6%,13.0%,65.7%,63.5%,21.88%,53.57%,31.6%,29.7%,23.9%,33.7%,70.3%,16.4%,.261,.262,56.25,.016
164,703609,W. Ford,Walter Ford,Ford,Walter,P,Everett AquaSox,EVE,403,Everett,afa,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,R,R,19.9,21,55,50,242.0,3614,1059,34.7%,89.2,90.0,17.9,5.91,19.3%,6.0%,65.9%,53.1%,14.3%,61.9%,64.3%,23.13%,49.31%,27.7%,23.7%,17.0%,26.8%,76.3%,18.5%,.319,.341,2.23,.001
165,687268,K. Hunt,K.C. Hunt,Hunt,K.C.,P,Durham Bulls,DUR,234,Durham,aaa,TB,Durham Bulls,DUR,234,Durham,AAA,TB,L,R,24.5,25,59,42,241.2,3897,1001,31.5%,91.5,92.2,19.2,6.00,27.7%,8.0%,63.6%,48.4%,18.4%,62.3%,62.3%,25.45%,53.20%,31.8%,34.2%,21.8%,29.5%,65.8%,13.4%,.264,.278,46.56,.012
166,801639,T. Vrieling,Trystan Vrieling,Vrieling,Trystan,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Richmond Flying Squirrels,RIC,3410,Richmond,AAX,SF,R,R,24.3,25,51,47,240.2,3817,1030,41.9%,92.7,93.7,17.2,6.03,21.9%,8.4%,64.0%,51.0%,16.8%,62.0%,62.9%,21.92%,48.83%,27.1%,24.2%,17.3%,25.6%,75.8%,17.9%,.296,.316,17.41,.005
167,807716,T. Langenberg,Ty Langenberg,Langenberg,Ty,P,Wichita Wind Surge,WCH,3898,Wichita,aax,MIN,Wichita Wind Surge,WCH,3898,Wichita,AAX,MIN,R,R,23.1,24,53,45,240.1,3861,1039,26.0%,92.1,92.6,15.5,5.62,23.2%,8.5%,65.6%,50.7%,15.2%,61.6%,63.9%,20.47%,51.86%,27.9%,24.3%,15.7%,30.6%,75.7%,12.5%,.276,.312,47.03,.012
168,703445,A. Serwinowski,Adam Serwinowski,Serwinowski,Adam,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,L,L,20.4,21,66,59,239.2,4078,1037,59.8%,94.1,95.6,18.6,6.54,29.7%,12.3%,61.5%,50.6%,17.1%,59.1%,55.4%,27.53%,61.10%,31.1%,32.0%,23.0%,25.6%,68.0%,14.4%,.278,.302,48.65,.012
169,698982,R. Castillo,Rayner Castillo,Castillo,Rayner,P,West Michigan Whitecaps,WM,582,West Michigan,afa,DET,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,R,R,20.0,21,63,56,239.1,3916,1036,26.0%,93.8,95.4,16.5,6.16,19.2%,9.9%,62.5%,49.6%,16.6%,60.4%,63.0%,16.48%,47.34%,27.1%,24.4%,17.1%,25.2%,75.6%,16.1%,.315,.335,12.82,.003
169,800321,R. Rodriguez,Raimy Rodriguez,Rodriguez,Raimy,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,18.9,20,77,37,239.1,4301,1136,15.0%,92.7,94.7,15.3,5.72,23.2%,17.3%,55.1%,41.8%,24.3%,53.9%,53.3%,26.95%,60.47%,27.7%,30.2%,20.6%,21.9%,69.8%,12.2%,.305,.323,13.80,.003
171,702314,S. Hermann,Sean Hermann,Hermann,Sean,P,Inland Empire 66ers,IE,401,Inland Empire,afx,SEA,Inland Empire 66ers,IE,401,Inland Empire,AFX,SEA,R,R,21.0,22,73,36,239.0,3783,1033,0.8%,90.8,92.3,12.3,6.04,19.9%,9.6%,63.5%,47.2%,20.7%,60.1%,62.7%,19.55%,48.41%,28.6%,25.2%,16.7%,27.7%,74.8%,11.8%,.288,.314,43.37,.011
172,700282,R. Yan,Ricardo Yan,Yan,Ricardo,P,Hillsboro Hops,HIL,419,Hillsboro,afa,AZ,Hillsboro Hops,HIL,419,Hillsboro,AFA,AZ,R,R,21.6,23,77,41,238.0,4219,1056,1.9%,91.9,92.0,4.6,6.31,26.4%,14.6%,57.9%,43.1%,23.0%,57.4%,54.3%,23.08%,56.42%,29.9%,31.5%,23.5%,25.3%,68.5%,14.0%,.306,.310,14.26,.003
173,687226,C. McElvain,Chris McElvain,McElvain,Chris,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,New Hampshire Fisher Cats,NH,463,New Hampshire,AAX,TOR,R,R,23.9,25,58,54,237.2,3909,1036,48.4%,92.6,93.6,18.8,6.31,21.7%,9.7%,63.2%,48.6%,17.3%,61.1%,57.6%,21.28%,46.84%,26.7%,27.5%,19.2%,28.9%,72.5%,14.6%,.285,.316,44.43,.011
174,678576,W. Ramos,Wilkin Ramos,Ramos,Wilkin,P,Sacramento River Cats,SAC,105,Sacramento,aaa,SF,Sacramento River Cats,SAC,105,Sacramento,AAA,SF,R,R,23.4,25,165,2,237.1,3996,1017,1.8%,95.6,95.8,8.9,7.32,24.8%,12.3%,61.4%,48.0%,18.4%,59.1%,56.0%,22.73%,51.38%,29.0%,25.8%,19.6%,26.8%,74.2%,10.1%,.263,.279,52.73,.013
174,702903,S. Garcia,Saul Garcia,Garcia,Saul,P,Binghamton Rumble Ponies,BNG,505,Binghamton,aax,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,R,R,21.0,22,107,25,237.1,4365,1073,6.7%,94.0,94.8,16.8,6.31,30.2%,13.7%,60.7%,46.7%,21.6%,58.6%,56.6%,24.27%,59.08%,32.4%,30.9%,23.5%,22.9%,69.1%,14.0%,.282,.311,43.76,.010
174,800295,N. Ynfante,Nelfy Ynfante,Ynfante,Nelfy,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Springfield Cardinals,SPR,440,Springfield,AAX,STL,R,R,19.5,21,70,41,237.1,3941,1038,39.0%,91.6,93.4,17.8,6.16,22.8%,10.1%,62.4%,45.7%,20.6%,60.2%,55.9%,20.83%,52.48%,27.8%,24.9%,16.9%,26.5%,75.1%,13.8%,.286,.312,25.62,.007
174,687075,B. Sproat,Brandon Sproat,Sproat,Brandon,P,Milwaukee Brewers,MIL,158,Milwaukee,mlb,MIL,Syracuse Mets,SYR,552,Syracuse,AAA,NYM,R,R,24.3,25,50,48,237.1,3810,975,27.7%,96.5,97.5,15.2,6.34,25.0%,9.7%,64.0%,49.3%,16.2%,64.1%,63.8%,22.33%,50.75%,29.4%,28.3%,22.0%,29.3%,71.7%,12.7%,.276,.288,43.45,.011
178,685763,J. Bernal,Jonatan Bernal,Bernal,Jonatan,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,R,R,21.8,23,65,34,237.0,3505,1006,7.0%,93.2,93.7,13.3,5.85,18.8%,6.9%,65.9%,51.9%,14.5%,62.4%,64.4%,20.09%,44.53%,27.0%,24.3%,17.7%,28.5%,75.7%,15.7%,.296,.319,30.91,.009
178,683363,M. Wilkinson,Matt Wilkinson,Wilkinson,Matt,P,Akron RubberDucks,AKR,402,Akron,aax,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,R,L,22.1,23,53,52,237.0,4022,964,7.6%,89.7,90.6,17.6,6.56,32.3%,8.8%,62.0%,47.8%,18.2%,58.0%,58.4%,26.27%,61.50%,31.6%,32.7%,24.0%,27.9%,67.3%,14.7%,.244,.273,49.49,.012
178,801643,O. Wild,Owen Wild,Wild,Owen,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Montgomery Biscuits,MTG,421,Montgomery,AAX,TB,R,R,22.6,23,55,45,237.0,3702,981,59.2%,91.9,93.5,21.1,6.79,27.0%,7.5%,66.9%,53.2%,13.3%,68.6%,67.2%,22.78%,54.02%,28.7%,29.6%,22.5%,32.0%,70.4%,18.6%,.276,.302,46.63,.013
181,703900,A. Pena,Alain Pena,Pena,Alain,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,21.1,23,69,41,236.2,3910,1034,27.9%,90.6,91.5,17.5,6.08,22.2%,10.7%,61.3%,45.5%,20.0%,59.4%,57.3%,23.72%,50.00%,28.1%,26.7%,17.5%,26.3%,73.3%,14.9%,.308,.326,11.83,.003
181,814527,P. Copen,Patrick Copen,Copen,Patrick,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,R,R,22.9,24,56,53,236.2,4253,1030,48.6%,95.1,96.3,17.1,5.89,27.5%,14.9%,59.2%,49.9%,18.1%,58.8%,53.5%,22.91%,56.89%,28.1%,29.0%,20.6%,23.4%,71.0%,13.6%,.284,.283,42.74,.010
183,806583,A. Perez,Adonys Perez,Perez,Adonys,P,Hillsboro Hops,HIL,419,Hillsboro,afa,AZ,Hillsboro Hops,HIL,419,Hillsboro,AFA,AZ,L,L,20.9,22,62,42,236.1,3910,1078,2.7%,90.5,91.7,10.0,4.89,18.7%,9.8%,61.2%,47.0%,18.2%,57.3%,59.8%,20.77%,48.40%,27.4%,24.7%,15.7%,26.1%,75.3%,13.5%,.329,.355,-2.84,-.001
183,694346,T. Gibson,Trey Gibson,Gibson,Trey,P,Norfolk Tides,NOR,568,Norfolk,aaa,BAL,Norfolk Tides,NOR,568,Norfolk,AAA,BAL,R,R,22.7,23,57,46,236.1,3864,1012,27.4%,94.2,95.1,18.2,6.89,30.5%,9.4%,63.9%,52.0%,15.9%,62.1%,58.5%,29.12%,60.00%,32.5%,31.1%,20.6%,27.7%,68.9%,13.0%,.265,.295,45.52,.012
185,801384,W. Castillo,Walin Castillo,Castillo,Walin,P,Jupiter Hammerheads,JUP,479,Jupiter,afx,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,R,R,19.5,21,62,42,235.2,3638,1007,4.6%,90.8,94.1,14.4,5.97,19.1%,9.4%,62.9%,50.1%,16.8%,63.0%,59.9%,19.36%,44.16%,26.0%,22.9%,16.8%,26.0%,77.1%,15.2%,.279,.308,37.56,.010
185,801739,C. Lagrange,Carlos Lagrange,Lagrange,Carlos,P,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,aaa,NYY,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,AAA,NYY,R,R,21.1,22,62,58,235.2,4204,1015,35.9%,97.3,99.0,19.4,5.70,32.2%,13.4%,60.9%,46.3%,18.8%,59.1%,55.7%,28.00%,59.28%,32.9%,36.1%,27.1%,26.9%,63.9%,12.9%,.270,.282,45.17,.011
187,800154,M. Herrera,Marcos Herrera,Herrera,Marcos,P,Fresno Grizzlies,FRE,259,Fresno,afx,COL,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,R,R,19.7,21,59,46,234.2,3881,1049,59.1%,94.8,97.1,18.0,5.66,21.1%,11.8%,60.0%,45.2%,21.4%,59.1%,56.3%,21.79%,55.19%,26.4%,27.4%,19.5%,25.2%,72.6%,14.2%,.320,.329,2.06,.001
188,682949,C. Suarez,Christian Suarez,Suarez,Christian,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,L,L,23.2,25,171,0,234.0,4164,1049,29.2%,92.0,93.1,16.1,5.90,25.6%,13.8%,60.1%,45.9%,19.1%,55.7%,57.3%,22.32%,57.18%,29.3%,32.5%,21.7%,27.4%,67.5%,14.1%,.292,.306,34.68,.008
189,694819,J. Misiorowski,Jacob Misiorowski,Misiorowski,Jacob,P,Milwaukee Brewers,MIL,158,Milwaukee,mlb,MIL,Nashville Sounds,NAS,556,Nashville,AAA,MIL,R,R,22.1,24,68,55,233.2,4147,998,47.6%,97.3,99.0,16.9,7.34,32.1%,14.0%,59.9%,48.0%,18.8%,58.8%,51.8%,27.75%,62.20%,31.9%,35.3%,26.2%,23.7%,64.7%,12.4%,.270,.270,46.39,.011
190,691772,M. Bruns,Maddux Bruns,Bruns,Maddux,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,L,L,21.5,23,78,73,232.1,4405,1095,45.4%,94.3,95.4,18.9,6.17,27.4%,17.1%,58.9%,45.8%,20.3%,53.5%,53.9%,25.25%,58.25%,30.0%,32.9%,23.2%,23.7%,67.1%,13.1%,.311,.332,25.87,.006
191,803833,G. Baumann,Garrett Baumann,Baumann,Garrett,P,Columbus Clingstones,COL,6325,Columbus,aax,ATL,Columbus Clingstones,COL,6325,Columbus,AAX,ATL,L,R,20.5,21,48,47,232.0,3700,974,37.8%,94.7,96.0,16.8,6.83,22.2%,6.8%,66.4%,53.4%,12.4%,66.0%,66.3%,17.97%,48.42%,26.4%,23.9%,18.8%,29.3%,76.1%,13.8%,.280,.294,40.84,.011
192,702878,D. Orellana,Douglas Orellana,Orellana,Douglas,P,Binghamton Rumble Ponies,BNG,505,Binghamton,aax,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,R,R,22.2,23,97,34,228.2,4007,988,41.9%,93.4,94.5,19.8,6.50,30.3%,13.4%,62.3%,47.5%,17.5%,61.2%,56.3%,23.49%,58.04%,32.7%,32.9%,20.8%,26.5%,67.1%,16.1%,.268,.292,61.33,.015
193,682620,R. Gallardo,Richard Gallardo,Gallardo,Richard,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,New Hampshire Fisher Cats,NH,463,New Hampshire,AAX,TOR,R,R,21.6,24,50,48,228.0,3560,989,41.7%,94.5,95.5,16.0,5.55,20.4%,7.4%,64.6%,50.1%,16.5%,61.5%,59.9%,20.41%,49.86%,26.5%,22.5%,15.3%,27.9%,77.5%,14.7%,.294,.315,21.99,.006
193,814279,Y. Vargas,Yeferson Vargas,Vargas,Yeferson,P,Tri-City Dust Devils,TRI,460,Tri-City,afa,LAA,Tri-City Dust Devils,TRI,460,Tri-City,AFA,LAA,R,R,20.2,21,59,50,228.0,3840,993,35.0%,93.8,95.5,19.2,5.89,20.9%,12.5%,61.6%,47.4%,17.4%,60.9%,58.2%,18.69%,47.97%,27.1%,26.6%,19.3%,27.8%,73.4%,14.2%,.307,.321,25.08,.007
195,695835,E. Núñez,Edwin Núñez,Núñez,Edwin,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Springfield Cardinals,SPR,440,Springfield,AAX,STL,R,R,22.3,24,140,17,227.0,4297,1097,35.7%,97.3,98.8,16.8,5.96,20.9%,16.9%,55.9%,43.3%,23.7%,53.0%,52.4%,20.38%,53.85%,26.6%,30.3%,23.3%,21.3%,69.7%,18.0%,.345,.355,-7.24,-.002
195,691774,I. Carter,Irv Carter,Carter,Irv,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,New Hampshire Fisher Cats,NH,463,New Hampshire,AAX,TOR,R,R,21.7,23,94,20,227.0,3999,1020,19.4%,92.1,93.1,16.3,5.66,22.7%,10.7%,62.0%,47.6%,19.1%,59.1%,59.6%,20.66%,49.47%,28.2%,26.3%,20.3%,25.2%,73.7%,15.4%,.307,.354,21.65,.005
195,800469,B. Rivera,Bryan Rivera,Rivera,Bryan,P,Wisconsin Timber Rattlers,WIS,572,Wisconsin,afa,MIL,Wisconsin Timber Rattlers,WIS,572,Wisconsin,AFA,MIL,R,R,19.1,20,66,32,227.0,3951,1014,23.7%,92.5,93.4,17.2,5.74,25.2%,12.7%,60.5%,43.9%,21.8%,57.9%,58.5%,21.39%,53.55%,29.4%,30.6%,22.1%,24.9%,69.4%,14.5%,.299,.326,15.01,.004
195,804948,G. Stanifer,Gage Stanifer,Stanifer,Gage,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,New Hampshire Fisher Cats,NH,463,New Hampshire,AAX,TOR,R,R,21.0,22,61,44,227.0,4043,989,45.8%,93.2,95.3,20.7,5.80,29.6%,14.3%,59.6%,46.1%,20.4%,57.7%,53.4%,24.01%,59.60%,30.0%,34.1%,25.3%,25.6%,65.9%,17.7%,.283,.308,42.50,.011
199,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Syracuse Mets,SYR,552,Syracuse,AAA,NYM,R,R,23.1,24,48,44,226.2,3595,942,15.5%,94.8,95.5,15.3,6.24,26.0%,10.0%,63.4%,50.7%,15.3%,65.4%,61.9%,23.80%,55.01%,29.8%,26.0%,17.7%,26.3%,74.0%,12.4%,.271,.286,39.57,.011
200,803244,E. Dishmey,Eliazar Dishmey,Dishmey,Eliazar,P,Beloit Sky Carp,BEL,554,Beloit,afa,MIA,Beloit Sky Carp,BEL,554,Beloit,AFA,MIA,R,R,19.7,21,60,46,226.1,3797,961,35.3%,93.2,95.1,18.5,6.48,27.7%,11.2%,61.7%,47.5%,20.5%,59.2%,55.6%,25.58%,56.58%,30.1%,30.6%,24.1%,26.8%,69.4%,14.7%,.270,.285,51.13,.013
201,806334,A. Amalfi,Alex Amalfi,Amalfi,Alex,P,New Hampshire Fisher Cats,NH,463,New Hampshire,aax,TOR,New Hampshire Fisher Cats,NH,463,New Hampshire,AAX,TOR,R,R,23.4,25,101,17,225.2,4033,983,59.1%,93.0,94.3,20.6,6.74,27.3%,12.3%,61.9%,48.0%,17.6%,61.0%,58.2%,20.03%,55.70%,28.7%,31.2%,23.7%,27.3%,68.8%,16.3%,.261,.298,63.96,.016
202,806413,D. Guerra,Daniel Guerra,Guerra,Daniel,P,Vancouver Canadians,VAN,435,Vancouver,afa,TOR,Vancouver Canadians,VAN,435,Vancouver,AFA,TOR,R,R,20.5,22,58,43,225.1,3830,979,64.6%,92.8,94.8,20.7,6.56,23.8%,11.8%,61.6%,47.6%,19.9%,62.1%,59.7%,17.74%,55.92%,26.3%,27.8%,21.5%,26.4%,72.2%,13.2%,.282,.300,41.61,.011
203,815780,S. Rademacher,Shane Rademacher,Rademacher,Shane,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Richmond Flying Squirrels,RIC,3410,Richmond,AAX,SF,R,R,24.0,25,61,29,224.2,3499,950,40.0%,89.2,90.5,19.4,6.56,20.6%,6.8%,65.2%,51.5%,14.7%,63.2%,65.0%,20.17%,48.90%,26.7%,22.0%,16.2%,28.3%,78.0%,18.2%,.313,.325,5.70,.002
204,691012,A. Santos II,Alex Santos II,Santos II,Alex,P,Corpus Christi Hooks,CC,482,Corpus Christi,aax,HOU,Corpus Christi Hooks,CC,482,Corpus Christi,AAX,HOU,R,R,21.7,24,70,38,224.1,4266,1056,47.3%,92.0,94.1,21.0,6.37,25.0%,13.5%,59.3%,45.5%,21.3%,53.7%,56.6%,23.64%,54.08%,27.8%,29.8%,21.2%,23.7%,70.2%,16.3%,.333,.359,-8.61,-.002
204,800537,C. Zazueta,Christian Zazueta,Zazueta,Christian,P,Great Lakes Loons,GL,456,Great Lakes,afa,LAD,Great Lakes Loons,GL,456,Great Lakes,AFA,LAD,R,R,19.6,21,59,51,224.1,3399,932,35.7%,92.0,94.2,18.3,6.23,28.4%,7.0%,66.0%,49.2%,17.7%,64.6%,64.2%,26.53%,58.94%,32.9%,33.5%,27.1%,29.7%,66.5%,12.5%,.286,.301,25.91,.008
204,690217,C. Culpepper,C.J. Culpepper,Culpepper,C.J.,P,Wichita Wind Surge,WCH,3898,Wichita,aax,MIN,Wichita Wind Surge,WCH,3898,Wichita,AAX,MIN,R,R,22.7,24,60,58,224.1,3584,937,23.8%,94.1,94.9,10.8,5.72,24.7%,9.6%,63.0%,49.7%,17.2%,61.4%,63.3%,22.90%,52.25%,30.2%,27.8%,17.7%,26.8%,72.2%,12.4%,.271,.278,45.86,.013
207,702130,D. Watson,Danny Watson,Watson,Danny,P,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,aaa,NYY,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,AAA,NYY,R,R,23.3,25,164,0,223.2,3729,945,11.5%,90.8,91.5,11.5,5.93,25.4%,9.0%,64.5%,49.8%,19.0%,60.4%,58.8%,23.15%,48.41%,30.5%,27.0%,21.8%,25.6%,73.0%,14.1%,.273,.292,39.92,.011
208,805699,Y. Cartaya,Yeiber Cartaya,Cartaya,Yeiber,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Frederick Keys,FRE,493,Frederick,AFA,BAL,R,R,21.4,23,67,36,223.1,3992,1005,25.2%,93.1,94.8,19.0,5.65,27.4%,15.0%,58.7%,46.1%,20.4%,57.0%,52.3%,24.62%,57.69%,30.0%,31.2%,24.1%,24.2%,68.8%,12.8%,.281,.287,36.58,.009
208,803247,J. Guedez,Jose Guedez,Guedez,Jose,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,22.8,24,61,33,223.1,3592,975,22.1%,93.2,94.1,15.0,5.45,25.1%,12.8%,61.4%,48.2%,19.1%,57.8%,60.2%,23.91%,56.35%,31.4%,32.2%,20.8%,23.6%,67.8%,17.0%,.304,.305,24.58,.007
210,702584,I. Lowe,Isaiah Lowe,Lowe,Isaiah,P,Fort Wayne TinCaps,FW,584,Fort Wayne,afa,SD,Fort Wayne TinCaps,FW,584,Fort Wayne,AFA,SD,R,R,21.6,22,54,49,222.1,3809,995,48.5%,92.7,94.0,17.5,6.57,21.5%,11.0%,62.4%,51.0%,16.0%,62.2%,59.4%,18.81%,47.30%,27.2%,25.2%,16.6%,24.7%,74.8%,15.5%,.303,.327,24.24,.006
211,691725,A. Painter,Andrew Painter,Painter,Andrew,P,Philadelphia Phillies,PHI,143,Philadelphia,mlb,PHI,Lehigh Valley IronPigs,LHV,1410,Lehigh Valley,AAA,PHI,R,R,20.8,23,48,48,221.2,3562,921,52.0%,96.6,97.7,19.5,6.20,30.2%,7.8%,66.2%,49.5%,16.7%,65.0%,63.1%,23.74%,58.71%,30.3%,30.0%,21.4%,31.7%,70.0%,16.5%,.276,.300,32.48,.009
211,807697,J. Alfaro,Jervis Alfaro,Alfaro,Jervis,P,Hill City Howlers,HC,481,Hill City,afx,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,R,R,21.0,22,52,39,221.2,3217,936,34.5%,92.1,92.9,17.6,6.33,21.5%,6.6%,65.2%,49.9%,17.2%,65.5%,64.6%,25.36%,49.85%,29.0%,27.2%,18.0%,28.4%,72.8%,12.7%,.273,.295,34.91,.011
213,806046,A. Clemmey,Alex Clemmey,Clemmey,Alex,P,Harrisburg Senators,HBG,547,Harrisburg,aax,WSH,Harrisburg Senators,HBG,547,Harrisburg,AAX,WSH,L,L,19.6,20,54,54,221.1,3887,959,25.5%,94.2,95.5,16.5,6.39,28.8%,15.7%,59.9%,47.5%,17.8%,56.2%,54.9%,27.83%,59.79%,30.6%,32.4%,23.3%,25.8%,67.6%,14.4%,.274,.297,48.47,.012
214,802416,A. Izzi,Ashton Izzi,Izzi,Ashton,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,R,R,20.9,22,57,57,221.0,3611,978,28.9%,94.2,95.2,18.1,6.50,20.8%,10.2%,62.8%,51.0%,15.3%,58.7%,57.3%,20.89%,49.41%,26.9%,22.7%,15.7%,26.6%,77.3%,14.6%,.298,.322,26.31,.007
215,804539,D. Bowen,Darren Bowen,Bowen,Darren,P,Wichita Wind Surge,WCH,3898,Wichita,aax,MIN,Wichita Wind Surge,WCH,3898,Wichita,AAX,MIN,R,R,23.7,25,69,48,220.2,3756,962,37.3%,93.0,94.2,18.8,6.30,20.5%,9.5%,61.9%,48.7%,16.5%,59.8%,59.0%,18.18%,45.48%,26.0%,26.5%,20.4%,26.1%,73.5%,18.6%,.313,.312,12.71,.003
216,800344,S. Liñan,Sean Paul Liñan,Liñan,Sean Paul,P,Hudson Valley Renegades,HV,537,Hudson Valley,afa,NYY,Hudson Valley Renegades,HV,537,Hudson Valley,AFA,NYY,R,R,19.4,21,69,29,220.0,3647,933,9.6%,91.4,92.5,15.6,6.11,30.9%,9.1%,63.1%,44.9%,19.8%,61.1%,59.4%,25.96%,63.50%,32.0%,33.7%,23.0%,30.0%,66.3%,13.2%,.257,.292,41.34,.011
217,678620,B. Townsend,Blake Townsend,Townsend,Blake,P,Frisco RoughRiders,FRI,540,Frisco,aax,TEX,Frisco RoughRiders,FRI,540,Frisco,AAX,TEX,L,L,23.0,25,125,15,219.2,3570,940,15.3%,89.2,89.2,18.1,6.05,23.3%,9.1%,63.6%,49.7%,16.3%,61.5%,59.0%,21.21%,49.47%,30.1%,26.5%,20.1%,26.4%,73.5%,12.9%,.281,.293,35.35,.010
217,700357,J. Rojas,Juan Rojas,Rojas,Juan,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Frederick Keys,FRE,493,Frederick,AFA,BAL,L,L,20.4,22,68,33,219.2,3605,958,23.1%,90.9,92.0,18.2,6.13,23.0%,11.2%,63.4%,48.3%,18.2%,60.5%,60.8%,20.12%,51.25%,29.0%,30.0%,19.1%,27.6%,70.0%,13.6%,.289,.299,39.07,.011
219,696037,B. Palencia,Brayan Palencia,Palencia,Brayan,P,Eugene Emeralds,EUG,461,Eugene,afa,SF,Eugene Emeralds,EUG,461,Eugene,AFA,SF,R,R,21.4,23,86,17,219.0,3508,946,35.7%,92.1,93.3,18.0,5.07,20.0%,6.8%,64.3%,47.1%,17.1%,59.7%,61.6%,21.91%,45.63%,26.8%,26.6%,18.0%,28.5%,73.4%,16.0%,.305,.341,10.79,.003
220,688883,P. Pallette,Peyton Pallette,Pallette,Peyton,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Charlotte Knights,CLT,494,Charlotte,AAA,CWS,R,R,23.4,24,106,34,218.2,3720,941,37.1%,94.2,95.5,18.6,5.28,27.5%,10.9%,62.8%,49.5%,18.1%,64.2%,57.1%,25.31%,55.11%,31.8%,31.6%,24.8%,26.9%,68.4%,15.8%,.283,.299,35.42,.010
