Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,SeasonLevel,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
77,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,669157,2022-08-31 21:50:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,259,FRE,FRE,L 8-15,SEA,COL,19.9,A,23,1,1,4.2,78,24,38.2%,92.3,92.8,18.2,5.36,20.8%,4.2%,65.4%,50.0%,15.8%,50.0%,58.3%,25.00%,50.00%,26.9%,18.9%,8.3%,31.6%,81.1%,11.8%,.351,.389,-0.86,-.011,Grizzlies,MOD vs. FRE (2022-08-31)<br>L 8-15,8/31/22
78,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670940,2022-08-25 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,476,SJ,SJ,W 10-8,SEA,SF,19.9,A,23,1,1,4.1,92,21,45.7%,91.5,92.2,19.2,5.50,23.8%,14.3%,56.5%,44.6%,15.2%,52.4%,52.4%,20.00%,42.86%,29.3%,32.4%,20.0%,23.5%,67.6%,15.4%,.358,.327,-0.25,-.003,Giants,MOD vs. SJ (2022-08-25)<br>W 10-8,8/25/22
79,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670902,2022-08-19 21:30:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,526,RC,RC,L 8-12,SEA,LAD,19.9,A,23,1,1,4.0,74,19,31.9%,90.8,91.3,16.9,5.60,31.6%,15.8%,62.2%,43.7%,14.1%,47.4%,63.2%,50.00%,62.50%,33.8%,36.4%,34.8%,20.0%,63.6%,20.0%,.443,.486,-1.62,-.022,Quakes,MOD vs. RC (2022-08-19)<br>L 8-12,8/19/22
80,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670939,2022-08-13 21:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,516,VIS,VIS,L 1-3,SEA,AZ,19.9,A,23,1,1,5.0,90,20,42.2%,92.0,93.0,18.9,5.56,35.0%,10.0%,61.1%,45.6%,18.9%,60.0%,61.9%,35.29%,62.50%,31.1%,28.9%,16.0%,26.5%,71.1%,18.2%,.288,.305,0.04,.000,Rawhide,MOD vs. VIS (2022-08-13)<br>L 1-3,8/13/22
81,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670719,2022-08-07 21:05:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,524,STK,STK,L 7-8,SEA,ATH,19.9,A,23,1,1,5.0,78,17,43.6%,92.5,93.4,20.7,5.39,17.6%,5.9%,69.2%,46.2%,10.3%,58.8%,64.7%,21.43%,22.22%,32.1%,21.6%,22.7%,35.7%,78.4%,7.7%,.340,.219,-0.00,-.000,Ports,MOD vs. STK (2022-08-07)<br>L 7-8,8/7/22
82,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670728,2022-08-02 22:05:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,524,STK,STK,W 18-1,SEA,ATH,19.9,A,23,1,1,5.2,91,23,34.1%,91.5,92.1,18.0,5.30,17.4%,4.3%,58.2%,45.1%,22.0%,47.8%,30.4%,36.36%,33.33%,26.4%,21.6%,11.5%,22.0%,78.4%,0.0%,.280,.285,0.28,.003,Ports,MOD vs. STK (2022-08-02)<br>W 18-1,8/2/22
83,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670915,2022-07-27 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,259,FRE,FRE,W 10-9,SEA,COL,19.9,A,23,1,1,4.0,80,23,35.0%,91.1,91.6,19.6,5.58,17.4%,13.0%,63.7%,47.5%,26.3%,39.1%,73.9%,14.29%,42.86%,35.0%,32.4%,25.0%,23.8%,67.6%,37.5%,.585,.583,-4.52,-.057,Grizzlies,MOD vs. FRE (2022-07-27)<br>W 10-9,7/27/22
84,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670976,2022-07-17 19:05:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,103,LE,LE,W 9-5,SEA,SD,19.9,A,23,1,1,4.2,76,22,21.1%,90.9,91.8,15.6,6.40,9.1%,13.6%,53.9%,46.1%,25.0%,54.5%,57.1%,14.29%,0.00%,25.0%,21.4%,13.6%,14.6%,78.6%,12.5%,.325,.339,0.19,.002,Storm,MOD vs. LE (2022-07-17)<br>W 9-5,7/17/22
85,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,669161,2022-07-12 21:05:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,103,LE,LE,W 14-5,SEA,SD,19.9,A,23,1,1,5.1,97,27,43.3%,91.7,92.2,16.9,6.31,25.9%,11.1%,60.8%,47.4%,14.4%,48.1%,55.6%,0.00%,50.00%,29.9%,23.1%,17.2%,19.6%,76.9%,17.6%,.231,.334,1.55,.016,Storm,MOD vs. LE (2022-07-12)<br>W 14-5,7/12/22
86,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670949,2022-07-06 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,524,STK,STK,L 4-5 (11),SEA,ATH,19.9,A,23,1,1,5.2,89,26,28.1%,91.5,91.8,18.9,5.48,30.8%,3.8%,70.8%,55.1%,15.7%,69.2%,65.4%,36.36%,53.85%,41.6%,43.5%,30.3%,32.5%,56.5%,17.6%,.251,.371,1.63,.018,Ports,MOD vs. STK (2022-07-06)<br>L 4-5,7/6/22
87,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670820,2022-06-30 21:30:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,476,SJ,SJ,L 1-3,SEA,SF,19.9,A,23,1,1,5.0,83,24,26.8%,91.2,91.8,17.6,5.51,33.3%,12.5%,65.1%,51.2%,11.0%,62.5%,66.7%,33.33%,87.50%,34.9%,41.9%,33.3%,32.5%,58.1%,23.1%,.347,.320,-0.11,-.001,Giants,MOD vs. SJ (2022-06-30)<br>L 1-3,6/30/22
88,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671332,2022-06-24 21:50:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,259,FRE,FRE,W 10-8,SEA,COL,19.9,A,23,1,1,4.0,78,20,30.8%,92.4,92.9,-,5.44,10.0%,15.0%,57.7%,42.3%,26.9%,65.0%,60.0%,12.50%,28.57%,25.6%,24.2%,19.0%,26.7%,75.8%,13.3%,.467,.523,-1.85,-.024,Grizzlies,MOD vs. FRE (2022-06-24)<br>W 10-8,6/24/22
89,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670979,2022-06-17 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,103,LE,LE,W 9-5,SEA,SD,19.9,A,23,1,1,3.2,87,19,39.1%,90.9,91.6,18.9,5.66,26.3%,21.1%,55.2%,48.3%,13.8%,47.4%,42.1%,14.29%,60.00%,25.3%,25.7%,15.4%,20.0%,74.3%,10.0%,.417,.409,-0.76,-.009,Storm,MOD vs. LE (2022-06-17)<br>W 9-5,6/17/22
90,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671178,2022-06-11 22:05:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,401,IE,IE,W 14-3,SEA,LAA,19.9,A,23,1,1,5.0,75,18,45.3%,91.6,92.4,16.2,5.94,27.8%,0.0%,66.7%,46.7%,12.0%,72.2%,47.1%,28.57%,50.00%,30.7%,27.0%,13.0%,35.0%,73.0%,7.7%,.159,.196,2.02,.027,66ers,MOD vs. IE (2022-06-11)<br>W 14-3,6/11/22
91,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670654,2022-06-05 17:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,259,FRE,FRE,W 7-4,SEA,COL,19.9,A,23,1,1,4.0,64,17,35.9%,91.3,92.0,17.7,5.63,17.6%,5.9%,76.6%,46.0%,11.1%,76.5%,70.6%,9.09%,27.27%,25.0%,19.5%,18.2%,52.9%,80.5%,7.7%,.369,.313,-0.17,-.003,Grizzlies,MOD vs. FRE (2022-06-05)<br>W 7-4,6/5/22
92,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671005,2022-05-31 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,259,FRE,FRE,L 2-6,SEA,COL,19.9,A,23,1,1,3.2,67,19,22.4%,91.6,91.8,16.4,5.62,21.1%,10.5%,62.7%,47.8%,19.4%,63.2%,57.9%,28.57%,66.67%,28.4%,25.8%,13.0%,22.9%,74.2%,38.5%,.469,.500,-2.09,-.031,Grizzlies,MOD vs. FRE (2022-05-31)<br>L 2-6,5/31/22
93,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671007,2022-05-25 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,476,SJ,SJ,L 6-7,SEA,SF,19.9,A,23,1,1,5.0,79,22,27.8%,91.4,92.0,15.3,5.52,18.2%,4.5%,68.4%,45.6%,15.2%,59.1%,66.7%,23.08%,50.00%,20.3%,17.4%,14.8%,44.2%,82.6%,25.0%,.297,.433,0.53,.007,Giants,MOD vs. SJ (2022-05-25)<br>L 6-7,5/25/22
94,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670769,2022-05-19 22:05:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,524,STK,STK,L 0-5,SEA,ATH,19.9,A,23,1,1,4.1,83,23,24.4%,91.0,91.5,18.5,5.34,17.4%,4.3%,59.0%,36.6%,24.4%,43.5%,47.8%,28.57%,37.50%,21.7%,22.5%,12.0%,28.8%,77.5%,13.3%,.350,.354,-0.98,-.012,Ports,MOD vs. STK (2022-05-19)<br>L 0-5,5/19/22
95,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671021,2022-05-13 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,401,IE,IE,L 5-8,SEA,LAA,19.9,A,23,1,1,5.0,78,24,25.6%,91.4,91.9,19.0,5.54,29.2%,16.7%,53.8%,34.6%,20.5%,45.8%,45.8%,100.00%,77.78%,29.5%,34.5%,0.0%,33.3%,65.5%,9.1%,.343,.394,-0.60,-.008,66ers,MOD vs. IE (2022-05-13)<br>L 5-8,5/13/22
96,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671466,2022-05-07 21:50:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,259,FRE,FRE,L 3-16,SEA,COL,19.9,A,23,1,1,3.0,64,23,23.8%,91.5,91.7,16.7,5.71,0.0%,8.7%,60.9%,41.3%,20.6%,43.5%,65.2%,0.00%,0.00%,20.3%,13.3%,5.6%,29.7%,86.7%,5.6%,.414,.461,-1.62,-.025,Grizzlies,MOD vs. FRE (2022-05-07)<br>L 3-16,5/7/22
97,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670887,2022-05-01 16:00:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,476,SJ,SJ,L 3-5,SEA,SF,19.9,A,23,1,1,4.2,76,22,17.1%,90.6,91.0,16.7,5.80,22.7%,9.1%,64.5%,43.4%,23.7%,50.0%,63.6%,40.00%,71.43%,27.6%,20.0%,9.1%,30.2%,80.0%,13.3%,.282,.415,0.18,.002,Giants,MOD vs. SJ (2022-05-01)<br>L 3-5,5/1/22
98,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670879,2022-04-26 21:30:00,MOD - AFX,515,AFX,false,true,true,Modesto,MOD,MOD,476,SJ,SJ,W 6-4,SEA,SF,19.9,A,23,1,1,5.2,78,23,39.7%,90.5,91.2,19.1,5.89,30.4%,4.3%,76.9%,60.3%,14.1%,73.9%,73.9%,26.67%,55.56%,35.9%,28.9%,22.2%,29.0%,71.1%,7.1%,.281,.261,1.07,.014,Giants,MOD vs. SJ (2022-04-26)<br>W 6-4,4/26/22
99,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671025,2022-04-20 22:05:00,MOD - AFX,515,AFX,true,false,true,Modesto,MOD,MOD,526,RC,RC,L 1-4,SEA,LAD,19.9,A,23,1,1,5.2,83,26,20.5%,90.0,89.9,17.3,5.61,7.7%,3.8%,77.1%,60.2%,9.6%,69.2%,88.5%,0.00%,20.00%,18.1%,9.3%,9.8%,39.4%,90.7%,14.3%,.341,.313,0.19,.002,Quakes,MOD vs. RC (2022-04-20)<br>L 1-4,4/20/22
100,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,670788,2022-04-14 22:05:00,MOD - AFX,515,AFX,false,false,true,Modesto,MOD,MOD,524,STK,STK,L 6-11,SEA,ATH,19.9,A,23,1,1,4.1,72,19,34.7%,90.3,91.2,21.0,5.45,26.3%,10.5%,62.5%,47.2%,12.5%,57.9%,42.1%,30.00%,71.43%,36.1%,34.5%,29.4%,31.6%,65.5%,18.2%,.288,.321,0.65,.009,Ports,MOD vs. STK (2022-04-14)<br>L 6-11,4/14/22
101,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,2022,671037,2022-04-08 22:05:00,MOD - AFX,515,AFX,true,true,true,Modesto,MOD,MOD,476,SJ,SJ,W 5-3,SEA,SF,19.9,A,23,1,1,5.0,64,18,48.4%,90.7,91.3,20.7,5.72,50.0%,5.6%,68.8%,54.7%,15.6%,61.1%,61.1%,60.00%,80.00%,48.4%,59.4%,50.0%,27.6%,40.6%,50.0%,.229,.157,1.33,.021,Giants,MOD vs. SJ (2022-04-08)<br>W 5-3,4/8/22
102,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,ACL Mariners,A-MRN,409,ACL Mariners,ROK,SEA,2021,658210,2021-08-27 21:00:00,A-MRN - ROK,409,ROK,false,false,true,ACL Mariners,A-MRN,A-MRN,5427,A-DOD,A-DOD,L 4-5,SEA,LAD,18.9,ROK,23,1,1,1.0,23,6,47.8%,90.0,90.6,20.6,6.20,16.7%,16.7%,65.2%,39.1%,21.7%,50.0%,66.7%,33.33%,50.00%,34.8%,30.0%,20.0%,35.7%,70.0%,0.0%,.436,.408,-0.42,-.018,ACL Dodgers,A-MRN vs. A-DOD (2021-08-27)<br>L 4-5,8/27/21
