Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
40,691008,M. Rajcic,Max Rajcic,Rajcic,Max,P,Memphis Redbirds,MEM,235,Memphis,aaa,STL,Springfield Cardinals,SPR,440,Springfield,AAX,STL,R,R,22.9,24,25,24,131.0,2199,568,48.4%,93.3,94.1,17.8,5.99,23.1%,7.7%,63.0%,52.5%,16.0%,61.6%,62.2%,20.54%,50.75%,28.1%,26.8%,21.1%,24.0%,73.2%,18.9%,.302,.330,8.01,.004
40,814351,L. Braun,Lucas Braun,Braun,Lucas,P,Columbus Clingstones,COL,6325,Columbus,aax,ATL,Mississippi Braves,MIS,430,Mississippi,AAX,ATL,R,R,22.8,24,25,24,143.2,2156,585,17.5%,93.1,93.8,15.5,6.66,27.7%,7.2%,66.9%,52.4%,14.8%,65.5%,67.1%,26.38%,57.14%,31.4%,30.4%,22.0%,31.1%,69.6%,17.2%,.300,.281,13.74,.006
40,690997,N. McLean,Nolan McLean,McLean,Nolan,P,New York Mets,NYM,121,NY Mets,mlb,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,R,R,22.9,24,25,25,109.2,1776,463,14.1%,94.6,95.5,16.1,6.09,25.1%,9.1%,63.7%,53.0%,14.1%,65.0%,62.4%,23.02%,50.79%,29.5%,23.7%,17.0%,23.5%,76.3%,14.0%,.283,.309,14.09,.008
40,696062,W. Dotel,Wilber Dotel,Dotel,Wilber,P,Pittsburgh Pirates,PIT,134,Pittsburgh,mlb,PIT,Greensboro Grasshoppers,GBO,477,Greensboro,AFA,PIT,R,R,21.8,23,25,25,106.1,1841,464,33.8%,95.7,96.9,15.7,6.27,22.8%,11.6%,63.8%,50.9%,16.5%,64.0%,61.3%,16.83%,44.95%,26.8%,28.0%,21.3%,27.8%,72.0%,12.3%,.314,.338,13.19,.007
40,699325,O. Rayo,Oscar Rayo,Rayo,Oscar,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Quad Cities River Bandits,QC,565,Quad Cities,AFA,KC,L,L,22.5,24,25,7,84.2,1229,337,1.4%,90.6,91.3,15.0,6.23,23.1%,5.6%,67.5%,51.0%,15.2%,65.0%,62.3%,20.86%,46.31%,30.0%,25.0%,19.8%,32.3%,75.0%,12.8%,.266,.258,16.29,.013
40,691341,E. Portes,Edgar Portes,Portes,Edgar,P,,,,,,,Aberdeen IronBirds,ABD,488,Aberdeen,AFA,BAL,R,R,21.7,23,25,13,94.1,1542,410,36.7%,91.6,92.5,20.6,7.00,28.8%,12.0%,61.7%,47.1%,16.7%,59.8%,60.7%,28.72%,63.29%,32.0%,35.3%,26.1%,28.4%,64.7%,10.3%,.268,.287,20.87,.014
40,807744,T. Cummings,Ty Cummings,Cummings,Ty,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Everett AquaSox,EVE,403,Everett,AFA,SEA,R,R,22.7,24,25,25,116.2,1888,502,3.4%,93.1,93.0,10.9,5.26,24.7%,9.2%,61.8%,45.4%,18.9%,61.2%,61.6%,24.64%,56.15%,28.5%,28.7%,16.3%,28.6%,71.3%,16.5%,.284,.333,13.90,.007
40,691765,J. Baumeister,Jackson Baumeister,Baumeister,Jackson,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Bowling Green Hot Rods,BG,2498,Bowling Green,AFA,TB,R,R,22.0,23,25,23,99.2,1644,413,37.6%,93.4,94.7,19.4,6.97,32.7%,11.6%,61.7%,49.9%,17.3%,62.5%,61.1%,28.03%,64.33%,32.1%,32.7%,24.1%,24.2%,67.3%,14.8%,.262,.264,18.94,.012
71,690953,M. Abel,Mick Abel,Abel,Mick,P,Minnesota Twins,MIN,142,Minnesota,mlb,MIN,Lehigh Valley IronPigs,LHV,1410,Lehigh Valley,AAA,PHI,R,R,22.9,24,24,24,108.2,2090,515,52.1%,94.6,96.0,17.3,6.66,22.7%,15.1%,59.4%,46.6%,19.5%,56.1%,55.0%,19.64%,49.15%,27.8%,28.1%,19.1%,25.3%,71.9%,16.3%,.329,.376,5.68,.003
71,702281,R. Snelling,Robby Snelling,Snelling,Robby,P,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,aaa,MIA,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,AAA,MIA,R,L,20.5,22,24,24,115.1,1882,508,51.3%,92.1,93.3,17.3,6.02,22.6%,8.9%,65.0%,52.0%,12.5%,57.9%,60.9%,18.75%,53.44%,29.4%,26.3%,21.3%,27.4%,73.7%,18.7%,.329,.358,1.76,.001
71,682858,G. Barbosa,Gabriel Barbosa,Barbosa,Gabriel,P,Reading Fightin Phils,REA,522,Reading,aax,PHI,Tampa Tarpons,TAM,587,Tampa,AFX,NYY,R,R,22.4,24,24,20,120.1,1872,518,8.8%,90.0,90.5,10.6,5.75,24.7%,7.3%,66.8%,48.5%,17.0%,65.3%,65.4%,23.79%,52.13%,31.7%,28.2%,17.7%,30.9%,71.8%,14.0%,.269,.312,28.88,.015
71,692271,J. Reyes,Jose Luis Reyes,Reyes,Jose Luis,P,,,,,,,Fort Wayne TinCaps,FW,584,Fort Wayne,AFA,SD,R,R,21.9,23,24,18,93.0,1529,422,13.1%,92.0,93.0,15.4,5.67,20.4%,7.3%,63.8%,52.4%,17.4%,60.7%,62.1%,18.97%,42.48%,26.3%,21.0%,15.7%,25.5%,79.0%,18.5%,.328,.355,-2.74,-.002
71,694207,B. Mendoza,Brayan Mendoza,Mendoza,Brayan,P,Beloit Sky Carp,BEL,554,Beloit,afa,MIA,Hickory Crawdads,HIC,448,Hickory,AFA,TEX,L,L,20.4,22,24,19,101.0,1555,415,29.1%,92.0,92.7,15.2,5.61,26.3%,6.0%,64.6%,46.7%,17.2%,61.0%,61.3%,23.15%,51.67%,31.3%,32.6%,22.0%,30.8%,67.4%,8.4%,.256,.281,22.03,.014
71,702903,S. Garcia,Saul Garcia,Garcia,Saul,P,Binghamton Rumble Ponies,BNG,505,Binghamton,aax,NYM,Brooklyn Cyclones,BRK,453,Brooklyn,AFA,NYM,R,R,21.1,22,24,13,71.1,1355,334,1.1%,93.3,94.0,16.1,6.20,25.7%,12.6%,61.3%,45.4%,21.7%,61.4%,57.3%,20.50%,54.55%,29.7%,26.6%,21.1%,24.7%,73.4%,15.1%,.301,.331,9.66,.007
71,703186,J. Susana,Jarlin Susana,Susana,Jarlin,P,,,,,,,Wilmington Blue Rocks,WIL,426,Wilmington,AFA,WSH,R,R,20.3,22,24,24,103.2,1737,444,16.6%,99.6,100.7,15.2,6.37,35.4%,10.8%,64.1%,50.5%,17.9%,60.4%,59.6%,33.89%,64.49%,34.4%,38.2%,26.9%,30.0%,61.8%,8.4%,.243,.283,32.38,.019
71,700062,A. Sanchez,Andre Sanchez,Sanchez,Andre,P,,,,,,,Inland Empire 66ers,IE,401,Inland Empire,AFX,LAA,R,R,21.4,23,24,19,86.1,1608,412,37.9%,90.7,92.2,18.9,5.71,16.7%,15.8%,54.7%,42.6%,21.0%,48.1%,52.6%,16.48%,44.17%,23.1%,24.7%,16.0%,21.6%,75.3%,17.9%,.366,.367,-13.15,-.008
71,703900,A. Pena,Alain Pena,Pena,Alain,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,21.2,23,24,16,96.2,1629,417,17.8%,91.6,91.7,16.6,6.12,25.2%,8.4%,62.3%,46.8%,18.9%,58.8%,57.1%,23.46%,47.24%,30.8%,29.6%,18.1%,27.0%,70.4%,16.5%,.288,.313,9.94,.006
71,701477,E. Rodriguez,Erian Rodriguez,Rodriguez,Erian,P,,,,,,,South Bend Cubs,SB,550,South Bend,AFA,CHC,R,R,22.6,24,24,13,87.0,1393,365,6.3%,95.2,95.9,16.0,6.20,20.8%,10.1%,60.9%,47.3%,19.0%,62.7%,57.1%,16.50%,53.28%,29.1%,31.2%,22.5%,26.1%,68.8%,9.9%,.273,.286,19.08,.014
71,702584,I. Lowe,Isaiah Lowe,Lowe,Isaiah,P,Fort Wayne TinCaps,FW,584,Fort Wayne,afa,SD,Fort Wayne TinCaps,FW,584,Fort Wayne,AFA,SD,R,R,21.2,22,24,20,105.1,1683,448,44.5%,92.8,94.1,16.9,6.54,24.8%,10.3%,63.3%,50.9%,16.3%,65.4%,60.4%,22.39%,55.17%,29.7%,29.0%,18.3%,26.4%,71.0%,17.5%,.284,.296,17.22,.010
71,809223,T. Sha,Tzu-Chen Sha,Sha,Tzu-Chen,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Stockton Ports,STK,524,Stockton,AFX,ATH,R,R,20.7,22,24,12,85.1,1421,390,45.6%,88.7,89.6,19.1,5.58,16.4%,6.9%,65.2%,53.4%,13.3%,58.5%,62.9%,16.08%,37.31%,25.7%,22.0%,15.6%,24.4%,78.0%,17.6%,.354,.386,-6.89,-.005
71,701056,J. Grosz,Josh Grosz,Grosz,Josh,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Hudson Valley Renegades,HV,537,Hudson Valley,AFA,NYY,R,R,21.8,23,24,23,121.2,2006,513,32.6%,93.8,94.5,17.8,6.12,25.5%,10.1%,64.1%,47.6%,20.1%,62.0%,62.4%,20.13%,52.38%,30.4%,28.0%,18.2%,28.2%,72.0%,16.0%,.304,.314,12.58,.006
71,801293,E. Yost,Eric Yost,Yost,Eric,P,San Antonio Missions,SA,510,San Antonio,aax,SD,Fort Wayne TinCaps,FW,584,Fort Wayne,AFA,SD,R,R,21.7,23,24,18,107.1,1666,470,7.7%,91.8,92.5,12.3,6.18,20.6%,7.4%,64.3%,48.2%,17.8%,58.9%,63.8%,19.72%,47.16%,28.8%,24.9%,14.3%,29.2%,75.1%,16.0%,.303,.332,7.92,.005
71,815048,J. Trentadue,Josh Trentadue,Trentadue,Josh,P,Frisco RoughRiders,FRI,540,Frisco,aax,TEX,Down East Wood Ducks,DE,485,Down East,AFX,TEX,L,L,22.4,24,24,8,70.2,1294,321,14.1%,92.0,92.7,17.0,6.04,28.7%,9.0%,63.9%,48.9%,17.1%,60.7%,61.2%,20.00%,51.43%,31.4%,31.5%,26.4%,26.9%,68.5%,13.7%,.270,.300,13.87,.011
71,701764,C. Day,Cam Day,Day,Cam,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Rancho Cucamonga Quakes,RC,526,Rancho Cuca.,AFX,LAD,S,R,21.9,23,24,15,102.0,1705,459,21.3%,93.8,94.9,14.9,5.39,20.5%,11.3%,61.5%,49.7%,16.5%,59.0%,60.7%,17.13%,49.38%,26.6%,23.2%,15.5%,24.8%,76.8%,17.2%,.324,.337,2.47,.001
71,815066,K. Scott,Kyle Scott,Scott,Kyle,P,,,,,,,Hill City Howlers,HC,481,Hill City,AFX,CLE,R,R,22.2,24,24,13,96.0,1480,402,54.1%,91.1,92.2,19.2,6.45,23.9%,7.0%,63.8%,50.7%,17.4%,63.4%,57.0%,24.10%,50.62%,28.4%,25.8%,19.5%,25.1%,74.2%,13.5%,.272,.274,11.60,.008
71,683363,M. Wilkinson,Matt Wilkinson,Wilkinson,Matt,P,Akron RubberDucks,AKR,402,Akron,aax,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,R,L,21.6,23,24,24,118.2,1908,463,3.2%,89.8,90.5,17.1,6.52,37.6%,8.0%,63.7%,45.4%,20.6%,61.6%,59.3%,28.96%,67.14%,34.3%,36.7%,27.5%,31.6%,63.3%,16.7%,.229,.234,26.89,.014
71,801643,O. Wild,Owen Wild,Wild,Owen,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Bowling Green Hot Rods,BG,2498,Bowling Green,AFA,TB,R,R,21.9,23,24,22,121.1,1883,497,62.7%,91.6,93.0,21.4,6.68,30.4%,6.2%,68.1%,51.5%,14.4%,69.6%,69.5%,23.91%,58.23%,29.4%,32.0%,24.4%,34.8%,68.0%,16.2%,.255,.294,30.57,.016
71,694494,T. Johnson,Ty Johnson,Johnson,Ty,P,,,,,,,Bowling Green Hot Rods,BG,2498,Bowling Green,AFA,TB,L,R,22.8,24,24,13,84.0,1377,333,35.0%,94.0,95.5,16.6,6.46,36.0%,7.8%,65.6%,51.9%,16.4%,64.3%,60.1%,28.63%,61.68%,34.4%,38.0%,31.5%,28.4%,62.0%,7.6%,.246,.249,22.63,.016
71,694855,R. Cooper,Riley Cooper,Cooper,Riley,P,FCL Orioles,F-ORI,599,FCL Orioles,rok,BAL,Delmarva Shorebirds,DEL,548,Delmarva,AFX,BAL,L,L,22.7,24,24,9,88.0,1461,374,9.0%,90.2,91.1,19.0,5.96,22.5%,10.2%,62.7%,48.9%,16.2%,60.2%,64.0%,22.81%,46.04%,28.2%,27.2%,20.1%,27.5%,72.8%,10.6%,.283,.292,15.55,.011
71,814837,J. Cravey,Jacob Cravey,Cravey,Jacob,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Delmarva Shorebirds,DEL,548,Delmarva,AFX,BAL,L,R,22.8,24,24,13,83.2,1550,380,52.8%,92.3,93.6,21.1,6.51,19.5%,15.3%,56.2%,45.7%,21.0%,54.7%,51.7%,15.67%,50.00%,25.0%,28.0%,22.3%,22.1%,72.0%,16.2%,.300,.355,10.07,.006
71,682790,W. González,Wikelman González,González,Wikelman,P,Charlotte Knights,CLT,494,Charlotte,aaa,CWS,Portland Sea Dogs,POR,546,Portland,AAX,BOS,R,R,22.3,24,24,19,83.2,1489,360,4.6%,94.4,95.4,16.6,6.36,25.6%,12.8%,59.6%,49.1%,17.5%,54.7%,56.5%,20.87%,48.87%,28.9%,27.2%,22.8%,22.6%,72.8%,11.4%,.275,.285,13.78,.009
71,692544,J. Elbis,Joe Elbis,Elbis,Joe,P,,,,,,,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,R,R,21.8,23,24,24,135.1,2036,563,29.8%,92.2,93.3,17.4,5.92,19.9%,8.3%,65.9%,52.5%,14.8%,64.8%,63.5%,16.84%,43.66%,29.1%,26.5%,19.4%,28.6%,73.5%,16.6%,.289,.281,23.95,.012
71,683352,M. Bratt,Mitch Bratt,Bratt,Mitch,P,Reno Aces,RNO,2310,Reno,aaa,AZ,Frisco RoughRiders,FRI,540,Frisco,AAX,TEX,L,L,21.0,22,24,21,110.1,1732,449,51.9%,91.1,92.3,17.9,5.98,26.1%,6.2%,68.2%,55.9%,12.6%,69.5%,71.0%,20.83%,50.00%,31.0%,28.4%,21.5%,27.8%,71.6%,20.1%,.307,.288,9.70,.006
71,695476,M. Albright,Mason Albright,Albright,Mason,P,,,,,,,Hartford Yard Goats,HFD,538,Hartford,AAX,COL,L,L,21.6,23,24,23,115.2,1829,494,32.8%,90.0,90.9,17.8,5.54,16.2%,8.1%,65.0%,51.6%,13.8%,63.8%,65.3%,17.99%,35.75%,25.7%,25.3%,18.4%,28.2%,74.7%,17.5%,.307,.322,13.61,.007
71,691739,W. Sanders,Will Sanders,Sanders,Will,P,Iowa Cubs,IOW,451,Iowa,aaa,CHC,Knoxville Smokies,KNX,553,Knoxville,AAX,CHC,L,R,22.3,24,24,23,96.2,1706,439,29.8%,93.1,93.8,17.0,6.27,24.8%,10.0%,63.2%,49.0%,15.7%,62.6%,60.9%,19.52%,56.25%,28.7%,28.7%,17.0%,31.7%,71.3%,15.9%,.319,.331,6.91,.004
71,684516,H. Rincon,Hancel Rincon,Rincon,Hancel,P,Memphis Redbirds,MEM,235,Memphis,aaa,STL,Peoria Chiefs,PEO,443,Peoria,AFA,STL,R,R,22.2,23,24,24,132.2,2041,559,49.4%,92.3,93.8,18.3,5.71,18.8%,8.6%,65.4%,51.8%,15.9%,65.8%,59.8%,18.47%,44.81%,26.3%,25.1%,18.3%,28.9%,74.9%,17.0%,.301,.320,18.72,.009
71,700344,A. Ercolani,Alessandro Ercolani,Ercolani,Alessandro,P,,,,,,,Greensboro Grasshoppers,GBO,477,Greensboro,AFA,PIT,R,R,20.2,22,24,9,76.2,1224,313,53.3%,92.2,93.8,18.0,7.06,29.7%,8.0%,63.5%,51.9%,13.4%,62.6%,59.4%,25.41%,59.12%,29.7%,28.6%,20.8%,25.0%,71.4%,17.5%,.251,.265,13.87,.011
71,695646,P. Heubeck,Peter Heubeck,Heubeck,Peter,P,,,,,,,Great Lakes Loons,GL,456,Great Lakes,AFA,LAD,R,R,21.9,23,24,24,91.1,1661,391,55.0%,93.6,94.5,22.6,5.84,29.9%,16.6%,58.7%,45.6%,19.6%,58.3%,53.2%,21.40%,54.49%,29.9%,35.2%,26.8%,23.8%,64.8%,16.1%,.276,.275,19.84,.012
71,802408,B. Mautz,Brycen Mautz,Mautz,Brycen,P,Memphis Redbirds,MEM,235,Memphis,aaa,STL,Peoria Chiefs,PEO,443,Peoria,AFA,STL,L,L,23.0,24,24,24,121.2,2040,538,2.6%,92.0,92.0,14.4,5.68,23.8%,8.7%,64.3%,49.9%,18.5%,61.9%,61.1%,21.79%,50.48%,29.3%,25.0%,15.8%,28.1%,75.0%,16.6%,.305,.347,9.00,.004
71,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,R,R,21.8,23,24,23,99.0,1628,399,50.1%,92.6,93.7,22.3,5.95,30.6%,7.8%,65.4%,49.7%,13.5%,68.4%,63.5%,20.88%,53.40%,30.1%,29.2%,22.0%,30.8%,70.8%,14.2%,.237,.261,27.30,.017
71,694805,K. Carr,Kyle Carr,Carr,Kyle,P,Somerset Patriots,SOM,1956,Somerset,aax,NYY,Hudson Valley Renegades,HV,537,Hudson Valley,AFA,NYY,L,L,22.2,23,24,24,104.0,1789,452,37.6%,89.8,91.0,14.3,6.17,21.0%,12.2%,62.2%,51.6%,14.0%,61.7%,61.9%,17.03%,47.17%,26.9%,23.1%,16.4%,20.9%,76.9%,11.8%,.307,.319,8.92,.005
104,682855,L. Vargas,Luis Vargas,Vargas,Luis,P,Columbus Clingstones,COL,6325,Columbus,aax,ATL,Rome Emperors,ROM,432,Rome,AFA,ATL,R,R,22.2,23,23,16,95.1,1539,403,40.0%,93.4,94.9,17.5,6.04,25.8%,9.7%,65.5%,54.0%,14.9%,64.5%,65.6%,25.86%,50.87%,26.8%,25.4%,20.3%,27.8%,74.6%,19.2%,.294,.316,12.03,.008
104,682644,D. Larrondo,Denny Larrondo,Larrondo,Denny,P,,,,,,,Visalia Rawhide,VIS,516,Visalia,AFX,AZ,R,R,22.1,23,23,23,93.2,1701,422,48.6%,90.9,92.1,16.4,5.48,25.4%,16.1%,59.0%,44.2%,21.5%,58.1%,54.9%,18.61%,52.32%,29.3%,32.4%,23.3%,23.9%,67.6%,13.8%,.314,.334,7.14,.004
104,694946,A. Richardson,Alonzo Richardson,Richardson,Alonzo,P,,,,,,,Lake County Captains,LC,437,Lake County,AFA,CLE,R,R,21.7,23,23,20,114.0,1710,487,37.2%,91.1,92.6,17.3,5.71,15.0%,8.8%,63.3%,50.2%,15.1%,63.9%,60.7%,18.91%,39.61%,24.5%,18.9%,14.5%,24.0%,81.1%,18.0%,.316,.325,4.77,.003
104,691436,A. Pacheco,Alberto Pacheco,Pacheco,Alberto,P,Hartford Yard Goats,HFD,538,Hartford,aax,COL,Spokane Indians,SPO,486,Spokane,AFA,COL,L,L,21.6,23,23,21,120.2,1973,515,12.8%,93.2,94.4,16.4,5.36,21.9%,10.3%,61.5%,49.0%,19.2%,60.2%,61.0%,22.76%,48.42%,27.2%,26.4%,21.0%,24.0%,73.6%,17.6%,.312,.307,3.41,.002
104,702373,F. Arronde,Felix Arronde,Arronde,Felix,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Columbia Fireflies,COL,3705,Columbia,AFX,KC,R,R,21.2,22,23,21,110.1,1577,439,30.4%,93.4,94.6,18.4,6.45,23.5%,7.3%,67.0%,52.9%,13.2%,65.8%,68.4%,21.76%,48.66%,29.5%,26.9%,17.9%,30.6%,73.1%,14.8%,.271,.273,21.77,.014
104,692404,D. Saladin,Darlin Saladin,Saladin,Darlin,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Peoria Chiefs,PEO,443,Peoria,AFA,STL,R,R,21.5,23,23,21,123.0,1931,489,48.4%,92.6,93.8,18.5,5.47,27.4%,6.7%,64.4%,48.4%,17.8%,61.1%,59.7%,21.98%,55.61%,29.2%,28.9%,19.9%,29.4%,71.1%,12.0%,.235,.267,40.03,.021
104,700255,J. Steinmetz,Jacob Steinmetz,Steinmetz,Jacob,P,,,,,,,Hillsboro Hops,HIL,419,Hillsboro,AFA,AZ,R,R,21.0,22,23,23,107.2,1822,474,12.1%,92.4,92.9,13.0,6.33,23.8%,8.9%,61.5%,45.7%,19.3%,56.5%,59.8%,24.21%,53.37%,27.6%,25.7%,15.6%,26.3%,74.3%,14.8%,.292,.328,5.24,.003
104,696143,A. Solometo,Anthony Solometo,Solometo,Anthony,P,,,,,,,Altoona Curve,ALT,452,Altoona,AAX,PIT,L,L,21.6,23,23,20,70.1,1209,314,4.0%,89.0,90.7,14.8,6.71,16.9%,12.4%,60.2%,47.1%,20.8%,57.6%,53.5%,16.36%,38.46%,23.7%,21.1%,15.4%,24.7%,78.9%,13.9%,.323,.346,2.23,.002
104,800324,L. Cohen,Luis Cohen,Cohen,Luis,P,Greenville Drive,GVL,428,Greenville,afa,BOS,Salem RidgeYaks,SAL,414,Salem,AFX,BOS,R,R,21.1,22,23,22,98.0,1519,399,37.3%,92.6,93.7,16.9,6.74,19.3%,8.5%,61.2%,47.9%,19.5%,56.1%,57.7%,19.05%,46.62%,24.8%,26.2%,21.7%,25.0%,73.8%,17.3%,.281,.277,12.54,.008
104,800338,F. Gómez,Franklin Gómez,Gómez,Franklin,P,Lake County Captains,LC,437,Lake County,afa,CLE,St. Lucie Mets,SLU,507,St. Lucie,AFX,NYM,L,L,19.0,20,23,16,82.0,1332,370,21.6%,90.3,90.4,16.4,6.43,22.4%,11.1%,62.6%,50.4%,14.4%,61.6%,61.2%,23.75%,52.55%,28.8%,24.7%,19.8%,24.7%,75.3%,12.3%,.285,.321,17.69,.013
104,800539,E. Reyes,Emmanuel Reyes,Reyes,Emmanuel,P,Quad Cities River Bandits,QC,565,Quad Cities,afa,KC,Columbia Fireflies,COL,3705,Columbia,AFX,KC,R,R,20.1,21,23,21,107.0,1575,440,32.1%,90.7,92.3,16.5,5.98,19.3%,7.3%,66.2%,52.8%,12.2%,66.4%,63.6%,19.82%,47.65%,24.6%,20.6%,15.5%,25.6%,79.4%,12.8%,.269,.285,18.52,.012
104,800571,S. Suarez,Santiago Suarez,Suarez,Santiago,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,R,R,19.5,21,23,23,111.2,1648,448,56.9%,94.5,95.7,20.2,6.78,25.7%,4.7%,69.2%,54.8%,10.7%,65.6%,63.9%,23.60%,53.09%,28.6%,28.1%,21.5%,35.5%,71.9%,16.9%,.267,.285,26.13,.016
104,805982,D. Nunez,Daniel Nunez,Nunez,Daniel,P,ACL D-backs,A-DBA,1991,ACL D-backs,rok,AZ,Visalia Rawhide,VIS,516,Visalia,AFX,AZ,R,R,21.3,23,23,11,72.1,1154,307,33.5%,91.3,92.2,18.8,5.79,27.0%,4.6%,65.0%,48.0%,17.7%,61.6%,62.6%,30.36%,53.17%,29.5%,31.7%,19.0%,31.5%,68.3%,14.4%,.280,.298,8.11,.007
104,804992,B. Brutti,Ben Brutti,Brutti,Ben,P,,,,,,,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,R,R,21.1,22,23,14,80.0,1389,354,9.0%,92.1,93.1,11.2,5.42,21.8%,12.1%,59.8%,46.0%,19.3%,56.8%,51.0%,19.02%,42.96%,30.5%,26.8%,15.9%,21.8%,73.2%,7.0%,.294,.309,12.20,.009
104,703469,J. Humphries,Jackson Humphries,Humphries,Jackson,P,Lake County Captains,LC,437,Lake County,afa,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,R,L,19.9,21,23,23,79.0,1251,333,41.3%,90.1,91.5,19.3,6.16,29.1%,12.3%,61.4%,46.4%,17.9%,61.9%,60.8%,26.47%,65.63%,31.9%,33.8%,25.1%,24.9%,66.2%,16.4%,.300,.333,4.53,.004
104,702640,T. Gough,Tyler Gough,Gough,Tyler,P,,,,,,,Modesto Nuts,MOD,515,Modesto,AFX,SEA,S,R,20.9,22,23,23,95.2,1593,414,42.8%,91.8,92.7,21.1,5.90,23.9%,11.4%,63.1%,51.6%,15.4%,60.9%,62.2%,19.58%,50.63%,30.5%,26.9%,20.0%,26.3%,73.1%,9.9%,.294,.300,14.85,.009
104,806641,K. Curtis,Kolton Curtis,Curtis,Kolton,P,,,,,,,Down East Wood Ducks,DE,485,Down East,AFX,TEX,S,R,20.2,21,23,15,82.0,1315,345,46.3%,92.4,93.9,19.1,6.34,23.2%,12.2%,60.5%,43.0%,20.9%,59.4%,59.0%,23.60%,54.69%,30.8%,33.3%,20.9%,27.7%,66.7%,15.8%,.283,.286,11.67,.009
104,694788,C. Reed,Carlson Reed,Reed,Carlson,P,Greensboro Grasshoppers,GBO,477,Greensboro,afa,PIT,Greensboro Grasshoppers,GBO,477,Greensboro,AFA,PIT,L,R,21.6,23,23,23,108.2,1777,437,28.1%,93.8,94.4,16.4,6.83,29.7%,11.7%,59.4%,43.6%,22.1%,60.6%,55.5%,25.00%,67.95%,30.5%,34.0%,21.4%,27.1%,66.0%,12.1%,.244,.245,33.62,.019
104,802126,J. Whitman,Joe Whitman,Whitman,Joe,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Eugene Emeralds,EUG,461,Eugene,AFA,SF,L,L,22.8,24,23,23,103.0,1659,439,37.5%,93.0,94.3,17.8,5.96,24.6%,8.4%,64.1%,49.1%,15.1%,60.8%,58.7%,24.41%,50.30%,28.7%,28.8%,21.9%,30.1%,71.2%,13.0%,.277,.296,18.18,.011
104,694968,J. Mahoney,Jack Mahoney,Mahoney,Jack,P,,,,,,,Spokane Indians,SPO,486,Spokane,AFA,COL,R,R,22.9,24,23,22,120.0,1853,497,39.4%,94.4,95.3,17.4,5.83,23.1%,6.0%,65.4%,49.4%,14.2%,61.8%,63.3%,22.10%,48.65%,28.5%,26.4%,19.7%,30.5%,73.6%,14.4%,.276,.302,17.05,.009
104,691017,T. Sthele,Travis Sthele,Sthele,Travis,P,,,,,,,Fredericksburg Nationals,FBG,436,Fredericksburg,AFX,WSH,R,R,22.8,24,23,21,101.0,1736,452,46.4%,91.5,92.8,17.6,5.97,17.5%,10.2%,60.9%,49.8%,16.7%,61.1%,60.5%,17.91%,47.55%,22.9%,20.8%,15.6%,25.6%,79.2%,17.1%,.317,.330,4.57,.003
104,690981,L. Gordon,Lucas Gordon,Gordon,Lucas,P,Birmingham Barons,BIR,247,Birmingham,aax,CWS,Winston-Salem Dash,WS,580,Winston-Salem,AFA,CWS,L,L,22.4,24,23,23,113.0,1772,452,27.4%,90.5,91.3,19.4,5.60,21.7%,13.5%,59.5%,45.4%,17.9%,60.4%,54.8%,19.48%,51.75%,28.1%,32.4%,25.8%,24.4%,67.6%,9.6%,.275,.272,23.16,.013
