Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
291,808547,K. Benitez,Keyner Benitez,Benitez,Keyner,P,Jupiter Hammerheads,JUP,479,Jupiter,afx,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,L,L,18.1,19,16,13,69.2,1103,282,26.6%,92.6,93.5,16.0,6.64,27.3%,9.9%,62.0%,45.5%,18.2%,61.0%,54.6%,26.35%,54.63%,30.0%,33.8%,24.0%,28.8%,66.2%,15.7%,.263,.269,20.06,.018
291,803143,S. Keener,Seth Keener,Keener,Seth,P,Winston-Salem Dash,WS,580,Winston-Salem,afa,CWS,Winston-Salem Dash,WS,580,Winston-Salem,AFA,CWS,R,R,22.7,24,16,16,69.1,1106,294,24.5%,92.8,93.5,16.3,6.32,27.9%,12.2%,61.2%,45.8%,20.0%,61.6%,64.7%,28.14%,61.54%,31.1%,35.3%,23.8%,29.1%,64.7%,16.8%,.287,.287,10.46,.009
291,802508,J. Pilon,Jeremy Pilon,Pilon,Jeremy,P,FCL Rays,F-RAY,2003,FCL Rays,rok,TB,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,L,L,18.8,20,16,12,60.2,1110,261,58.2%,91.8,93.0,19.8,6.00,31.8%,17.6%,57.4%,43.3%,18.7%,58.6%,53.4%,23.84%,71.00%,30.4%,33.9%,29.1%,24.1%,66.1%,13.6%,.264,.295,12.30,.011
291,811309,B. Letson,Bishop Letson,Letson,Bishop,P,Biloxi Shuckers,BLX,5015,Biloxi,aax,MIL,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,R,R,19.8,21,16,14,63.1,944,257,27.8%,92.9,93.6,18.1,7.51,22.2%,10.5%,62.3%,49.4%,17.9%,60.3%,61.0%,24.43%,48.89%,29.6%,28.0%,19.9%,26.9%,72.0%,11.5%,.289,.285,8.45,.009
291,691795,B. Selvidge,Brock Selvidge,Selvidge,Brock,P,,,,,,,Somerset Patriots,SOM,1956,Somerset,AAX,NYY,R,L,21.8,23,16,16,84.2,1418,370,33.0%,91.6,92.3,16.0,5.92,22.4%,10.8%,62.1%,48.0%,19.0%,59.2%,57.5%,23.08%,51.72%,30.4%,29.2%,18.4%,26.3%,70.8%,16.3%,.309,.311,6.19,.004
291,700712,W. Urena,Walbert Urena,Urena,Walbert,P,Los Angeles Angels,LAA,108,LA Angels,mlb,LAA,Tri-City Dust Devils,TRI,460,Tri-City,AFA,LAA,R,R,20.4,22,16,16,77.1,1405,346,10.2%,96.7,98.2,13.9,5.46,18.5%,15.6%,55.9%,47.4%,18.3%,50.6%,49.4%,19.19%,47.17%,25.7%,26.1%,20.5%,19.5%,73.9%,13.3%,.314,.316,7.19,.005
291,803247,J. Guedez,Jose Guedez,Guedez,Jose,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,22.8,24,16,12,66.2,1099,286,23.2%,93.5,94.3,14.3,5.33,26.9%,12.9%,61.0%,47.4%,18.3%,55.9%,55.2%,27.05%,57.14%,30.6%,27.1%,18.0%,23.4%,72.9%,17.7%,.312,.299,1.73,.002
304,800484,E. Flores,Eminen Flores,Flores,Eminen,P,Vancouver Canadians,VAN,435,Vancouver,afa,TOR,Dunedin Blue Jays,DUN,424,Dunedin,AFX,TOR,R,R,21.3,23,15,8,61.2,982,275,41.8%,93.0,94.2,17.9,5.30,21.1%,15.6%,54.8%,41.0%,22.9%,57.1%,55.1%,32.56%,66.23%,25.1%,25.3%,16.6%,18.7%,74.7%,16.9%,.301,.321,-0.08,-.000
305,814226,A. Campos,Alexander Campos,Campos,Alexander,P,FCL Rays,F-RAY,2003,FCL Rays,rok,TB,DSL Rays,D-RAY,1611,DSL Rays,ROK,TB,R,R,21.2,23,14,12,60.1,796,248,52.3%,91.1,92.1,20.8,5.12,17.3%,3.6%,69.5%,52.4%,14.4%,68.1%,73.1%,17.74%,39.53%,25.6%,21.6%,15.6%,35.2%,78.4%,10.1%,.257,.292,11.23,.014
306,696070,K. Rojas,Kendry Rojas,Rojas,Kendry,P,Minnesota Twins,MIN,142,Minnesota,mlb,MIN,Vancouver Canadians,VAN,435,Vancouver,AFA,TOR,L,L,21.6,23,13,12,62.2,975,256,51.5%,93.2,94.5,18.5,6.34,27.0%,5.5%,68.3%,52.8%,14.4%,66.0%,66.5%,22.67%,51.82%,29.5%,29.9%,23.5%,33.6%,70.1%,12.4%,.241,.280,21.86,.022
307,815305,A. Emener,Austin Emener,Emener,Austin,P,Fresno Grizzlies,FRE,259,Fresno,afx,COL,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,L,L,22.1,23,12,12,60.0,946,255,49.7%,91.0,91.9,19.9,5.97,26.3%,7.8%,64.4%,50.9%,14.1%,60.8%,62.4%,27.48%,56.31%,31.0%,29.3%,22.6%,26.1%,70.7%,22.5%,.307,.319,2.90,.003
308,703615,J. Cabrera,Jose Cabrera,Cabrera,Jose,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Hillsboro Hops,HIL,419,Hillsboro,AFA,AZ,R,R,22.1,23,11,11,66.0,958,260,36.3%,94.3,95.3,16.8,6.23,23.8%,6.9%,65.6%,50.1%,17.6%,68.5%,64.8%,22.37%,46.88%,30.0%,31.3%,23.1%,30.1%,68.8%,11.2%,.249,.241,16.58,.017
